Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-2,54,CH2_SEIDL,"Angela configures a honeypot to ongoing events like user logins and logouts, disk usage, program and script loads, and similar information. What is this type of deception called?    ",,A. Fake telemetry  , B. User emulation  , C. Honeyfakes  , D. Deepfakes ,A,Fake telemetry is telemetry created to make an attacker believe that a honeypot system is a legitimate system. Building a believable honeypot requires making the system as realistic as possible. Deepfakes are artificial intelligence (AI)-created videos that make it appear that individuals are saying or doing actions they never actually performed. The rest of the options were made up for this question.
Objective-2,55,CH2_SEIDL,Which level of RAID is a “stripe of mirrors”? ,,A. RAID 1+0  , B. RAID 6  , C. RAID 0  , D. RAID 1 ,A,"RAID 1+0, or RAID 10, is a mirrored data set (RAID 1), which is then striped (RAID 0): a “stripe of mirrors.” RAID 6 is disk striping with dual parity (distributed), RAID 0 is just striping, and RAID 1 is just mirroring."
Objective-2,56,CH2_SEIDL,Isabella is responsible for database management and security. She is attempting to remove redundancy in the database. What is this process called?    ,,A. Integrity checking  , B. Deprovisioning  , C. Baselining  , D. Normalization ,D,"Normalization is the process of removing duplication or redundant data from a database.  There are typically four levels of normalization ranging from 1N at the lowest (i.e., the most duplication) to 4N at the highest (i.e., the least duplication). Although database integrity is important, that is not what is described in the question. Furthermore, integrity checking usually refers to checking the integrity of files. Deprovisioning is a virtualization term for removing a virtual system (server, workstation, etc.) and reclaiming those resources, and in the context of identity management means removing an account or permissions. Baselining involves setting security standards."
Objective-2,57,CH2_SEIDL,Gary wants to implement an AAA service. Which of the following services should he implement?    ,,A. OpenID  , B. LDAP  , C. RADIUS  , D. SAML ,C,"Remote Authentication Dial-in User Service (RADIUS) provides authentication, authorization, and accounting, which make up the three critical elements in AAA systems. OpenID is a protocol for authentication but does not provide authorization by itself. Lightweight Directory Access Protocol (LDAP) is a directory service, and Security Assertion Markup Language (SAML) is a markup language for making security assertions."
Objective-2,58,CH2_SEIDL,"Where does TLS/SSL inspection happen, and how does it occur? ",,"A. On the client, using a proxy  "," B. On the server, using a protocol analyzer  "," C. At the certificate authority, by validating a request for a TLS certificate  ", D. Between the client and server by intercepting encrypted communications ,D,"TLS inspection (often called SSL inspection because the term SSL remains widely, if incorrectly, in use) involves intercepting encrypted traffic between the client and server. TLS interception devices act as an on-path attack and decrypt traffic to scan and analyze it, often for malware or other signs of attacks, and then encrypt it to send it on to its destination. As you might expect, TLS inspection has both legitimate and malicious uses."
Objective-2,59,CH2_SEIDL,Diana wants to prevent drones from flying over her organization’s property. What can she do?    ,,A. Deploy automated drone take-down systems that will shoot the drones down.  , B. Deploy radio frequency jamming systems to disrupt the drone’s control frequencies.  , C. Contact the FAA to get her company’s property listed as a no-fly zone.  , D. None of the above ,D,"In most cases none of these options are practical. Destruction of drones is an illegal destruction of private property. Jamming the open frequencies used for drones is not permissible and may result in action by the Federal Trade Commission (FTC), and contacting the Federal Aviation Administration (FAA) to request that the airspace above a company be declared a no-fly zone is not something the FAA supports in most cases. This means that Diana is likely to have to deal with the potential for drone-based threats in other ways."
Objective-2,60,CH2_SEIDL,"Isaac has configured an infrastructure-as-code-based cloud environment that relies on codedefined system builds to spin up new systems as the services they run need to scale horizontally. An attacker discovers a vulnerability and exploits a system in the cluster, but it is shut down and terminated before they can perform a forensic analysis. What term describes this type of environment?   ",,A. Forensic-resistant  , B. Nonpersistent  , C. Live-boot  , D. Terminate and stay resident ,B,"Isaac has built and configured a system where nonpersistence of systems can create forensic challenges. His organization needs to consider how they can make copies of compromised or problematic ephemeral systems and store them in a safe location for forensic analysis. This is not a forensic-resistant system—if he had a copy, he would have been able to analyze it. Live-boot media is not mentioned or used in this example, and terminate and stay resident (TSR) is a type of program run in the DOS operating system that returned control to the operating system but remained in memory so that it could be easily run again as needed."
Objective-2,61,CH2_SEIDL,"You are responsible for database security at your company. You are concerned that programmers might pass badly written SQL commands to the database, or that an attacker might exploit badly written SQL in applications. What is the best way to mitigate this threat?    ",,A. Formal code inspection  , B. Programming policies  , C. Agile programming  , D. Stored procedures ,D,"Stored procedures are the best way to have standardized SQL. Rather than programmers writing their own SQL commands, they simply call the stored procedures that the database administrator creates. Formal code inspection might detect a lack of security practices and defenses but won’t stop SQL-based attacks. Policies requiring stored procedures might help but are a less direct path to the solution. Finally, agile programming is a method for developing applications rapidly and won’t determine how SQL commands are created."
Objective-2,62,CH2_SEIDL,Joanna’s company has adopted multiple software-as-a-service (SaaS) tools and now wants to better coordinate them so that the data that they each contain can be used in multiple services. What type of solution should she recommend if she wants to minimize the complexity of long-term maintenance for her organizatio ?  ,,A. Replace the SaaS service with a platform-as-a-service (PaaS) environment to move everything to a single platform.  , B. Build API-based integrations using in-house expertise.  , C. Adopt an integration platform to leverage scalability.  , D. Build flat-file integrations using in-house expertise. ,C,"Services integration in cloud and virtualization environments can be very complex and can involve data, APIs, and other types of application integration. Integration platforms allow organizations to use a standardized tool rather than building and maintaining their own. This allows them to focus on the actual integrations rather than the underlying system, saving time and effort. Since integration platforms also often have preexisting tools for common services and APIs, they can save significant amounts of time for organizations that adopt them. Of course, this also introduces another platform to assess and secure."
Objective-2,63,CH2_SEIDL,"Farès is responsible for managing the many virtual machines on his company’s networks. Over the past two years, the company has increased the number of virtual machines significantly. Farès is no longer able to effectively manage the large number of machines. What is the term for this situation?   ",,A. VM overload  , B. VM sprawl  , C. VM spread  , D. VM zombies ,B,"When virtualization reaches the point that IT can no longer effectively manage it, the condition is known as VM sprawl. VM overload and VM spread are made up for this question, and a VM zombie is a term for a virtual machine that is running and consuming resources but no longer has a purpose."
Objective-2,64,CH2_SEIDL,Mary is responsible for virtualization management in her company. She is concerned about VM escape. Which of the following methods would be the most effective in mitigating this risk?   ,,A. Only share resources between the VM and host if absolutely necessary.  , B. Keep the VM patched.  , C. Use a firewall on the VM.  , D. Use host-based antimalware on the VM. ,A,"VM escape is a situation wherein an attacker is able to go through the VM to interact directly with the hypervisor and potentially the host operating system. The best way to prevent this is to limit the ability of the host and the VM to share resources. If possible, they should not share any resources. Patching might mitigate the situation, but it is not the most effective solution. Using firewalls and antimalware tools is a good security practice but would have minimal effect on mitigating VM escape."
Objective-2,65,CH2_SEIDL,"Irene wants to use a cloud service for her organization that does not require her to do any coding or system administration, and she wants to do minimal configuration to perform the tasks that her organization needs to accomplish. What type of cloud service is she most likely looking fo ?     ",,A. SaaS  , B. PaaS  , C. IaaS  , D. IDaaS ,A,"Irene is looking for a software-as-a-service (SaaS) tool that allows her to perform the specific function that her organization needs to accomplish. An SaaS service does not require system administration or programming and typically requires minimal configuration to perform its normal functionality. Platform-as-a-service (PaaS) typically requires some configuration or programming, and infrastructure-as-a-service (IaaS) will require systems administration, programming, or configuration—or all three! Identity-as-a-service (IDaaS) is a specific type of solution that was not described as part of Irene’s needs."
Objective-2,66,CH2_SEIDL,Which of the following is not an advantage of a serverless architectur ? ,,A. It does not require a system administrator.  , B. It can scale as function call frequency increases.  , C. It can scale as function call frequency decreases.  , D. It is ideal for complex applications. ,D,"Serverless architectures do not require a system administrator because the provider manages the underlying function-as-a-service (FaaS) capability. It can also scale up or scale down as needed, allowing it to be very flexible. Serverless architectures are typically not ideal for complex applications and instead tend to work better for microservices."
Objective-2,67,CH2_SEIDL,You are responsible for server room security for your company. You are concerned about physical theft of the computers. Which of the following would be best able to detect theft or attempted theft?   ,,A. Motion sensor–activated cameras  , B. Smartcard access to the server rooms  , C. Strong deadbolt locks for the server rooms  , D. Logging everyone who enters the server room ,A,"The correct answer is to have a motion-activated camera that records everyone who enters the server room. Motion recognition is an important feature in this type of scenario, where cameras operate in a space where there is little physical traffic and storage would be wasted by recording empty, unused spaces. Smartcards, deadbolts, and logging won’t detect theft."
Objective-2,68,CH2_SEIDL,Alexandra wants to prevent systems that are infected with malware from connecting to a botnet controller that she knows the hostnames for. What type of solution can she implement to prevent the systems from reaching the controller?   ,,A. An IDS  , B. A round-robin DNS  , C. A DNS sinkhole  , D. A WAF ,C,"A Domain Name System (DNS) sinkhole is a DNS server used to spoof DNS servers that would normally resolve an unwanted to malicious hostname. Traffic can be sent to a legitimate system, causing warnings to appear on the user’s screen, or simply sent to a null route or nonexistent system. An intrusion detection system (IDS) cannot stop traffic, round-robin DNS is a way to spread DNS traffic, and a WAF is a web application firewall, and nothing in this question indicates that there is a web-specific issue."
Objective-2,69,CH2_SEIDL,Hector is using infrared cameras to verify that servers in his datacenter are being properly racked. Which of the following datacenter elements is he concerned about?    ,,A. EMI blocking  , B. Humidity control  , C. Hot and cold aisles  , D. UPS failover ,C,"Hot aisle/cold aisle is a layout design for server racks and other computing equipment in a datacenter. The goal of a hot aisle/cold aisle configuration is to conserve energy and lower cooling costs by managing airflow. An infrared camera will detect heat levels on the aisles.  Although the rest of the options are potential issues for a datacenter, an infrared camera won’t help with them."
Objective-2,70,CH2_SEIDL,Gerald is concerned about unauthorized people entering the company’s building. Which of the following would be most effective in preventing this?    ,,A. Alarm systems  , B. Fencing  , C. Cameras  , D. Security guards ,D,"A security guard is the most effective way to prevent unauthorized access to a building.  Options A, B, and C are all incorrect. These are all good physical security measures, but they are not the most effective ways to prevent entry into a building."
Objective-2,71,CH2_SEIDL,Which of the following is the most important benefit from implementing SDN? ,,A. It will stop malware.  , B. It provides scalability.  , C. It will detect intrusions.  , D. It will prevent session hijacking. ,B,"Software-defined networking (SDN) makes the network very scalable. It is relatively easy to add on new resources or remove unneeded resources, and it helps with high availability efforts. SDN does not stop malware, detect intrusions, or prevent session hijacking."
Objective-2,72,CH2_SEIDL,"Mark is an administrator for a health care company. He has to support an older, legacy application. He is concerned that this legacy application might have vulnerabilities that would affect the rest of the network. What is the most efficient way to mitigate this?    ",,A. Use an application container.  , B. Implement SDN.  , C. Run the application on a separate VLAN.  , D. Insist on an updated version of the application. ,A,"The correct answer is to use an application container to isolate that application from the host operating system. Application containers provide a virtualized environment in which to run an application. Moving to software-defined networking (SDN) is a very involved process and does not provide an efficient solution. Running the application in a separate VLAN will not separate the application from the host operating system; it might not solve the problem. Since this is a legacy application, insisting on an updated version of the application isn’t feasible."
Objective-2,73,CH2_SEIDL,"Charles is performing a security review of an internally developed web application. During his review, he notes that the developers who wrote the application have made use of thirdparty libraries. What risks should he note as part of his review?    ",,A. Code compiled with vulnerable third-party libraries will need to be recompiled with patched libraries. ," B. Libraries used via code repositories could become unavailable, breaking the application.  ", C. Malicious code could be added without the developers knowing it.  , D. All of the above ,D,"Each of the options above is a potential risk when using third-party libraries or SDKs.  Organizations need to understand and assess the risks of third-party code, but it is a common practice to use third-party libraries. Identifying trustworthy and reliable sources and managing the versions and updates are critical to using third-party components safely."
Objective-2,74,CH2_SEIDL,Valerie is considering deploying a cloud access security broker. What sort of tool is she looking at?    ,,A. A system that implements mandatory access control on cloud infrastructure  , B. A tool that sits between cloud users and applications to monitor activity and enforce policies , C. A tool that sits between cloud application providers and customers to enforce web application security policies  , D. A system that implements discretionary access control on cloud infrastructure ,B,A cloud access security broker (CASB) is used to monitor cloud activity and usage and to enforce security policies on users of cloud services.
Objective-2,75,CH2_SEIDL,Derek has been asked to implement his organization’s service-oriented architecture as a set of microservices. What does he need to implement?    ,,A. A set of loosely coupled services with specific purposes  , B. A set of services that run on very small systems  , C. A set of tightly coupled services with custom-designed protocols to ensure continuous operation , D. A set of services using third-party applications in a connected network enabled with industry standard protocols,A,"Microservice architectures build applications as a set of loosely coupled services that provide specific functions using lightweight protocols. It doesn’t specifically define the size of the systems, but it is not a tightly coupled environment. Protocol choice is often open standardsbased, but the emphasis is on lightweight protocols. There is not a requirement that services be in-house or third party exclusively."
Objective-2,76,CH2_SEIDL,"Abigail is responsible for datacenters in a large, multinational company. She has to support multiple datacenters in diverse geographic regions. What would be the most effective way for her to manage these centers consistently across the enterprise?   ",,A. Hire datacenter managers for each center.  , B. Implement enterprise-wide SDN.  , C. Implement infrastructure as code (IaC).  , D. Automate provisioning and deprovisioning. ,C,"The correct answer is to implement IaC. Infrastructure as code (IaC) is the process of managing and provisioning computer datacenters through machine-readable definition files, rather than physical hardware configuration or interactive configuration tools. Whether the datacenter(s) use physical machines or virtual machines, this is an effective way to manage the datacenters. Although datacenter managers may be needed, that won’t necessarily provide consistent management across the enterprise. Software-defined networking (SDN) will not fix this problem, but it would help if she needed to configure and manage her network based on usage and performance. Finally, this issue is not just about provisioning; it is about management."
Objective-2,77,CH2_SEIDL,Elizabeth wants to implement a cloud-based authorization system. Which of the following protocols is she most likely to use for that purpose?    ,,A. OpenID  , B. Kerberos  , C. SAML  , D. OAuth ,D,"OAuth is a common authorization service used for cloud services. It allows users to decide which websites or applications to entrust their information to without requiring them to give them the user’s password. OpenID is frequently paired with OAuth as the authentication layer. Kerberos is more frequently used for on-site authentication, and SAML is Security Assertion Markup Language."
Objective-2,78,CH2_SEIDL,Greg is assessing an organization and finds that they have numerous multifunction printers,,"A. Third parties could print to the printers, using up the supplies.  ", B. The printers could be used as part of a DDoS attack.  , C. The printers may allow attackers to access other parts of the company network.  , D. The scanners may be accessed to allow attackers to scan documents that are left in them. ,C,"In this scenario Greg should identify the use of the printers for further attacks against the organization as the most critical risk. Use as part of a distributed denial-of-service (DDoS) attack does not directly impact the organization in most cases, exhausting supplies would be an annoyance, and the risk of scanning documents from a remote location requires sensitive documents to be left in the MFPs. Greg should note that all of these issues could be problems and move the MFPs to a protected network so that third parties can’t access them."
Objective-2,79,CH2_SEIDL,s) that are accessible from the public Internet. What is the most critical security issue he should identify?    ,,A. Thick clients  , B. Client-as-a-server  , C. Cloud desktops  , D. Thin clients ,D,"The systems that Keith has deployed are thin clients, computers that do not run their applications and storage from their local drives and instead rely on a remote server. Cloud and virtualization implementations of this providing virtual desktops are called VDI, or Virtual Desktop Infrastructure, but do not necessarily require a thin client, since they can work on a fully capable computer (or thick client). Client-as-a-server is a made-up term."
Objective-2,80,CH2_SEIDL,Keith has deployed computers to users in his company that load their resources from a central server environment rather than from their own hard drives. What term describes this model?   ,,A. The image is used as decryption key.  , B. The code is hidden in the image using steganography.  , C. The code is encoded as text in the image.  , D. The image is a control command from a malware command and control network. ,B,"This real-world example was found in 2020 when malicious PowerShell code was discovered that triple-encoded malicious tools. The initial package was downloaded as an image from imgur.com or similar sites and was concealed using steganographic techniques. The code was also encrypted using RSA and encoded in Base64 both prior to encryption and again after encryption. Although steganography is not incredibly common, Henry should suspect that a downloaded image may be more than it appears."
Objective-2,81,CH2_SEIDL,"Henry notices that a malware sample he is analyzing downloads a file from imgur.com and then executes an attack using Mimikatz, a powerful Windows password account theft tool. When he analyzes the image, he cannot identify any recognizable code. What technique has most likely been used in this scenari ?     ",,A. Store data in plain text.  , B. Require HTTPs for all authenticated pages.  , C. Ensure tokens are not disclosed in public source code.  , D. Hash passwords using a salt. ,A,"Storing data in plain text will not help prevent data exposure and, in fact, is more likely to result in data exposure. Instead, Molly should encourage her developers to store and transmit sensitive data in an encrypted form. They should also leverage HTTPS for all authenticated pages, and potentially all pages. Hashing passwords using salts is important for password security, and ensuring that tokens are not exposed via sites like GitHub or other public code repositories is important for application and data security."
Objective-2,82,CH2_SEIDL,Molly wants to advise her organization’s developers on secure coding techniques to avoid data exposure. Which of the following is not a common technique used to prevent sensitive data exposure?   ,,A. Disable the web browser.  , B. Install a host firewall.  , C. Use secure firmware.  , D. Install antimalware software. ,C,"Using secure firmware, as well as using an RTOS with time and space partitioning, are both common methods to help ensure RTOS security. Unlike traditional operating systems, real-time operating systems are used in applications where they need to deal with inputs immediately. That means that adding additional load like firewalls and antimalware is not a typical component in RTOS applications. For similar reasons, you’re unlikely to find a web browser on most devices running an RTOS."
Objective-2,83,CH2_SEIDL,Naomi wants to secure a real-time operating system (RTOS). Which of the following techniques is best suited to providing RTOS security? ,,A. Buffer overflow  , B. Code reuse attack  , C. DoS attack  , D. Session hijacking ,B,"In a code reuse attack, the attacker executes code that is meant for some other purposes.  In many cases this can be old code that is no longer even used (dead code), even if that code is in a third-party library. A buffer overflow occurs when too much data is sent to a buffer.  For example, say a buffer is designed to hold 10 bytes, and it is sent 100 bytes, causing the additional data to be put into unexpected memory locations. A denial-of-service (DoS) attack is meant to make a service or system unavailable to legitimate users. Session hijacking involves taking over an existing authenticated session."
Objective-2,84,CH2_SEIDL,"John is examining the logs for his company’s web applications. He discovers what he believes is a breach. After further investigation, it appears as if the attacker executed code from one of the libraries the application uses, code that is no longer even used by the application. What best describes this attac ?     ",,A. Baseband radio  , B. Narrowband radio  , C. Zigbee  , D. Cellular ,C,"Zigbee is specifically designed for this type of usage. Narrowband radios are not typically in use for this type of purpose, and baseband radio requires very large antennas to use the low-frequency spectrum. Cellular options require a carrier and are not well suited to direct peer-to-peer configurations."
Objective-2,85,CH2_SEIDL,"Chris is designing an embedded system that needs to provide low-power, peer-to-peer communications. Which of the following technologies is best suited to this purpos ? ",,A. Identity-preserving encryption  , B. Homomorphic encryption  , C. Replicable encryption  , D. None of the above ,B,"Homomorphic encryption can perform computations on the ciphertext without access to the private key that the ciphertext was encrypted with. When the computations are completed, the results are the same as if those computations had been performed against the original plain text. Identity-preserving and replicable encryption were made up for this question."
Objective-2,86,CH2_SEIDL,"What term is used to describe encryption that can permit computations to be conducted on ciphertext, with the results matching what would have occurred if the same computations were performed on the original plain text?   ",,A. Fingerprint  , B. Retina  , C. Iris  , D. Voice ,A,"Fingerprint reader systems are the most widely accepted biometric systems in common use for entry access and other purposes today. Facial recognition systems are increasingly in use and are also likely to be more accepted by user populations based on their broad deployment in phones, but they are not listed as an option. Both retina and iris scans are less likely to be accepted, whereas voice systems are both relatively uncommon and more disruptive for frequent usage."
Objective-2,87,CH2_SEIDL,Tony wants to implement a biometric system for entry access in his organization. Which of the following systems is likely to be most accepted by members of his organization’s staff?    ,,A. SAN  , B. Disk  , C. Tape  , D. NAS ,C,"Tape backups are the most common solution for cold backups off-site. Cloud backups to a cold repository are increasingly popular options and may be faster for some retrieval scenarios, but they are not listed as options. Storage area network (SAN) and network-attached storage (NAS) devices are not commonly used for cold backup and are instead used for online or nearline options. Disk backup could be used but remains less common than tape for a true cold backup scenario."
Objective-2,88,CH2_SEIDL,Nathan wants to implement off-site cold backups. What backup technology is most commonly used for this type of need?    ,,"A. Back up to a second datacenter in another building nearby, allowing reduced latency for backups. ", B. Back up to an off-site location at least 90 miles away to ensure that a natural disaster does not destroy both copies. , C. Back up to a second datacenter in another building nearby to ensure that the data will be  accessible if the power fails to the primary building. , D. Back up to an off-site location at least 10 miles away to balance latency and resilience due to natural disaster.,B,"Off-site storage has to balance availability and the ability to be used in the event that a disaster or other event occurs. In this case, Allan should look at a facility far enough away that a single disaster cannot take both sites offline."
Objective-2,89,CH2_SEIDL,"Allan is considering implementing off-site storage. When he does, his datacenter manager offers four solutions. Which of these solutions will best ensure resilience and why?    ",,A. Limited processor power  , B. An inability to patch  , C. Lack of authentication capabilities  , D. Lack of bulk storage ,D,"Embedded systems can bring a broad range of security implications, many of which are driven by the limited capabilities of the processors and hardware they are frequently built with. Low-power consumption designs may lack computational power and thus have challenges implementing strong cryptography, network connectivity, and other similar problems.  Patching embedded systems can be challenging both because of where they are deployed and because of a lack of connectivity for them—in fact, in many environments, you may not want the devices to be connected to your network. Since many don’t have a screen, keyboard, or a network connection, authentication is also a problem. Few embedded devices, however, need bulk storage, making the lack of bulk storage a problem that typically isn’t a major concern."
Objective-2,90,CH2_SEIDL,Ben has been asked to explain the security implications for an embedded system that his organization is considering building and selling. Which of the following is not a typical concern for embedded systems?    ,,A. Using a TPM  , B. Ensuring each has its own cryptographic key  , C. Using SED  , D. Using BIOS protection ,B,"System on a chip (SoC) devices are complete self-contained systems on a single chip.  Therefore, having their own unique cryptographic keys is the best way to implement authentication and security. Option A is incorrect. A system on a chip is self-contained, so a Trusted Platform Module (TPM) would not be an appropriate solution. Option C is incorrect. A selfencrypting drive (SED) is not relevant to system on a chip, since that system does not have a “drive.” Option D is incorrect. Many SoC technologies don’t use a BIOS."
Objective-2,91,CH2_SEIDL,You are concerned about the security of new devices your company has implemented. Some of these devices use SoC technology. What would be the best security measure you could take for these?   ,,A. Ensure all communications with the device are encrypted.  , B. Ensure the devices have FDE.  , C. Ensure the devices have individual antimalware.  , D. Ensure the devices have been fuzz-tested. ,A,"Such systems need to have all communications encrypted. As of the current date, breaches of portable network devices have all involved unencrypted communications. Option B is incorrect. Full-disk encryption (FDE) may or may not even be appropriate for such devices. Many don’t have a disk to encrypt. Option C is incorrect. It may not be possible to install antimalware on many such devices. Option D is incorrect. Fuzz testing is used for applications."
Objective-2,92,CH2_SEIDL,"Vincent works for a company that manufactures portable medical devices, such as insulin pumps. He is concerned about ensuring these devices are secure. Which of the following is the most important step for him to take?    ",,A. UAV  , B. Automobiles  , C. Airplanes  , D. All of the above ,D,"The more vehicles utilize computers and have network communication capabilities, the more they will be vulnerable to cyberattacks. Options A, B, and C are all incorrect, as all of these are concerns rather than just one."
Objective-2,93,CH2_SEIDL,Emile is concerned about securing the computer systems in vehicles. Which of the following vehicle types has significant cybersecurity vulnerabilities?    ,,A. She can review the source code.  , B. She can test the application in a live environment.  , C. She can check the checksums provided by the vendor.  , D. None of the above ,A,"An advantage of compiling software is that you can perform static code analysis. That means Amanda can review the source code for flaws and could even remediate flaws if they were found. Both binaries and compiled code can be tested in a live environment (dynamic analysis), and checksums for both can be validated."
Objective-2,94,CH2_SEIDL,What additional security control can Amanda implement if she uses compiled software that she cannot use if she only has software binaries?    ,,A. An RFC  , B. Wikipedia  , C. The Internet Archive  , D. None of the above ,A,"RFCs, or requests for comment, are how Internet protocols are defined and documented.  Wikipedia is not the definitive resource, and the Internet Archive actively archives the Internet but does not define protocols."
Objective-2,95,CH2_SEIDL,"Greta wants to understand how a protocol works, including what values should be included in packets that use that protocol. Where is this data definitively defined and documented?    ",,A. It can help administrators determine the function of a system.  , B. It can help administrators identify misconfigured or rogue systems.  , C. It can help conceal systems from attackers.  , D. It can make scripting easier. ,C,"Standard naming conventions typically do not help to conceal systems from attackers.  Attackers can still scan for systems and may even be able to use the naming convention to identify the purpose of a system if the naming convention includes a purpose or technology in the name. Naming conventions do make standardization easier and can help administrators quickly identify what a machine does, while making it simpler to include systems in scripts. A machine that doesn’t match is likely to be a rogue or misconfigured."
Objective-2,96,CH2_SEIDL,Using standard naming conventions provides a number of advantages. Which of the following is not an advantage of using a naming convention?    ,,A. A continuous monitoring environment  , B. A CI/CD pipeline  , C. A static code analysis system  , D. A malware analysis process ,B,"This is an example of a continuous integration/continuous delivery (CI/CD) pipeline.  There is no mention of monitoring systems, and although code analysis is happening here in testing, it is dynamic testing, not source code analysis. There is no mention of malware in the pipeline."
Objective-2,97,CH2_SEIDL,What process is shown in the following figure? Change committed V Bui d oc urs V Tests r n V De loy to staging V T s s r n V Deploy to production       97. Keith wants to identify a subje   from camera footage from a train station. What biometric technology is best suited to this type of identification?     ,,A. Vein analysis  , B. Voiceprint analysis  , C. Fingerprint analysis  , D. Gait analysis ,D,"Although gait analysis is not commonly used for identification and authorization purposes, it is used in situations where crowd footage is available to identify individuals. Vein, voiceprint, and fingerprint analysis are not useful in most scenarios involving heavily used and crowded spaces."
Objective-2,98,CH2_SEIDL,Your company is interested in keeping data in the cloud. Management feels that public clouds are not secure but is concerned about the cost of a priva e cloud. What is the solution you would recommend?     ,,A. Tell them there are no risks with public clouds.  , B. Tell them they will have to find a way to budget for a private cloud.  , C. Suggest that they consider a community cloud.  , D. Recommend against a cloud solution at this time. ,C,"A community cloud presents a compromise solution. Community clouds are semi-private.  They are not accessible to the general public but only to a small community of specific entities. There are risks with public clouds, as there are with any environment. Private clouds can be quite expensive to build out, particularly for smaller organizations that cannot afford staffing or hardware. Finally, recommending against a cloud solution does not match the company’s stated goal."
Objective-2,99,CH2_SEIDL,"Your development team primarily uses Windows, but they need to develop a specific solution that will run on Linux. What is the best solution to get your programmers access to Linux systems for development and testing if you want to use a cloud solution where you could run the final systems in production as wel ?     ",,A. Set their machines to dual-boot Windows and Linux.  , B. Use PaaS.  , C. Set up a few Linux machines for them to work with as needed.  , D. Use IaaS. ,D,"Using infrastructure as a service (IaaS) makes the most sense here; it meets the cloud requirement described and would allow additional systems to be quickly created or removed as needed. Platform as a service (PaaS) does not provide direct access to Linux systems to build out applications and related configuration. Setting up dual boot and building machines are not cloud solutions as described. When you answer questions like this, make sure you read and meet all the requirements in the question."
Objective-2,100,CH2_SEIDL,"Corrine has been asked to automate security responses, including blocking IP addresses from which attacks are detected using a series of scripts. What critical danger should she consider while building the scripts for her organization?    ",,A. The scripts could cause an outage.  , B. The scripts may not respond promptly to private IP addresses.  , C. Attackers could use the scripts to attack the organization.  , D. Auditors may not allow the scripts. ,A,"One of the dangers of automation and scripting is that the scripts will do exactly what they are written to do. That means that a script like those that Corrine has been asked to write that doesn’t have rules that prevent it from blocking critical systems could block those systems. There is no indication in the question of any issues with private IP addresses, and filtering them would require more work. Attackers could potentially use the scripts if they discovered them, but if they’re able to access security scripts there is likely a deeper problem. Finally, auditors typically do not review scripts and instead ask about the existence of controls."
Objective-2,101,CH2_SEIDL,Madhuri has configured a backup that will back up all of the changes to a system since the last time that a full backup occurred. What type of backup has she set up?    ,,A. A snapshot  , B. A full backup  , C. An incremental backup  , D. A differential ,D,"Differential backups back up all of the changes since the last full backup. An incremental backup backs up all changes since the last incremental backup. A snapshot captures machine state and the full drive at a bitwise level, and full backups are a complete copy of a system but typically do not include the memory state."
Objective-2,102,CH2_SEIDL,"You are the CIO for a small company. The company wants to use cloud storage for some of its data, but cost is a major concern. Which of the following cloud deployment models would be best?    ",,A. Community cloud  , B. Private cloud  , C. Public cloud  , D. Hybrid cloud ,C,"The correct answer is a public cloud. Public clouds are usually less expensive. The cloud provider has a number of customers and costs are dispersed. Even individuals can afford to use cloud storage with services like iCloud and Amazon Cloud. A community cloud is usually private for a small group of partners. Each of the partners must share a greater part of the expense than they would with a public cloud, but they retain more control over the cloud than they would with a public cloud. Private clouds are often the most expensive for smaller organizations. The company must completely develop and maintain the cloud resources and cannot leverage shared resources. A hybrid deployment model is a good compromise for many situations, but it will typically be more expensive than a public cloud for a small organization."
Objective-2,103,CH2_SEIDL,What is the point where false acceptance rate and false rejection rate cross over in a biometric system?  ,,A. CRE  , B. FRE  , C. CER  , D. FRR ,C,"The crossover error rate (CER) is the point where the FAR (false acceptance rate) and the FRR (false rejection rate) cross over. CER provides a means of comparing biometric systems based on their efficiency, with a lower CER being more desirable."
Objective-2,104,CH2_SEIDL,Devin is building a cloud system and wants to ensure that it can adapt to changes in its workload by provisioning or deprovisioning resources automatically. His goal is to ensure that the environment is not overprovisioned or underprovisioned and that he is efficiently spending money on his infrastructure. What concept describes thi ?     ,,A. Vertical scalability  , B. Elasticity  , C. Horizontal scalability  , D. Normalization ,B,Elasticity is a cloud computing concept that matches resources to demand to ensure that an infrastructure closely matches the needs of the environment. Scalability is the ability to grow or shrink as needed but does not directly include the concept of matching to workload. Normalization is a code development concept used to ensure that data is in a consistent form.
Objective-2,105,CH2_SEIDL,"Nathaniel wants to improve the fault tolerance of a server in his datacenter. If he wants to ensure that a power outage does not cause the server to lose power, what is the first control he should deploy from the following list?    ",,A. A UPS  , B. A generator  , C. Dual power supplies  , D. Managed power units (PDUs) ,A,"An uninterruptable power supply (UPS) should be Nathaniel’s first priority. Ensuring that power is not disrupted during an outage and can be maintained for a short period until alternate power like a generator can come online is critical, and a UPS can provide that capability. A generator alone will take longer to come online, resulting in an outage. Dual power supplies can help to build resilience by allowing multiple power sources and avoiding issues if a power supply does fail, but that is not the focus of the question. A managed power distribution unit (PDU) provides remote management and power monitoring but will not prevent power loss in an outage."
