Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-3,58,CH3_SEIDL,Isaac is reviewing his organization’s secure coding practices document for customer-facing web applications and wants to ensure that their input validation recommendations are appropriate. Which of the following is not a common best practice for input validation?,,A. Ensure validation occurs on a trusted server. , B. Validate all client-supplied data before it is processed. , C. Validate expected data types and ranges. , D. Ensure validation occurs on a trusted client.,D,"Isaac knows that trusting client systems to be secure is not a good idea, and thus ensuring that validation occurs on a trusted client is not an appropriate recommendation. Ensuring that validation occurs on a trusted server, that client data is validated, and that data types and ranges are reasonable are all good best practices for him to recommend."
Objective-3,59,CH3_SEIDL,Frank knows that the systems he is deploying have a built-in TPM module. Which of the following capabilities is not a feature provided by a TPM?,,A. A random number generator , B. Remote attestation capabilities , C. A cryptographic processor used to speed up SSL/TLS , D. The ability to bind and seal data,C,"Trusted Platform Modules (TPMs) provide a random number generator, the ability to generate cryptographic keys, support for remote attestation as part of the boot process, as well as binding and sealing capabilities. They do not act as cryptographic processors to speed up Secure Sockets Layer (SSL) or Transport Layer Security (TLS) traffic."
Objective-3,60,CH3_SEIDL,What is the primary use of hashing in databases?,,"A. To encrypt stored data, thus preventing exposure ", B. For indexing and retrieval , C. To obfuscate data ," D. To substitute for sensitive data, allowing it to be used without exposure",B,"Hashing is commonly used in databases to increase the speed of indexing and retrieval since it is typically faster to search for a hashed key rather than the original value stored in a database. Hashing is not a form of encryption, meaning that it is not used to encrypt stored data. Hashing is not used to obfuscate data or to substitute for sensitive data."
Objective-3,61,CH3_SEIDL,Hans is a security administrator for a large company. Users on his network visit a wide range of websites. He is concerned they might get malware from one of these many websites. Which of the following would be his best approach to mitigate this threat?,,A. Implement host-based antivirus. , B. Blacklist known infected sites. , C. Set browsers to allow only signed components. ," D. Set browsers to block all active content (ActiveX, JavaScript, etc.).",C,"The correct answer is to only allow signed components to be loaded in the browser. Code signing verifies the originator of the component (such as an ActiveX component) and thus makes malware far less likely. Although host-based antimalware is a good idea, it is not the best remedy for this specific threat. Blacklists cannot cover all sites that are infected—just the sites you know about. And given that users on Hans’s network visit a lot of websites, blacklisting is likely to be ineffective. Finally, if you block all active content, many websites will be completely unusable."
Objective-3,62,CH3_SEIDL,Zarmeena has implemented wireless authentication for her network using a passphrase that she distributes to each member of her organization. What type of authentication method has she implemented?,,A. Enterprise , B. PSK , C. Open , D. Captive portal,B,"Zarmeena has implemented a preshared key, or PSK, authentication method. This means that if she needs to change the key because a staff member leaves, she will need to have every device update their passphrase. For larger deployments, enterprise authentication can connect to an authentication and authorization service, allowing each user to authenticate as themselves. This also provides network administrators with a way to identify individual devices by their authenticated user. Open networks do not require authentication, although a captive portal can be used to require network users to provide information before they are connected to the Internet."
Objective-3,63,CH3_SEIDL,Olivia is building a wireless network and wants to implement an Extensible Authentication Protocol (EAP)-based protocol for authentication. What EAP version should she use if she wants to prioritize reconnection speed and doesn’t want to deploy client certificates for authentication?,,A. EAP-FAST , B. EAP-TLS , C. PEAP , D. EAP-TTLS,A,"EAP-FAST is specifically designed for organizations that want to quickly complete reconnections and does not require certificates to be installed at the endpoint device. EAP Tunneled Transport Layer Security (EAP-TTLS) requires client-side certificates; EAP-TLS requires mutual authentication, which can be slower; and Protected Extensible Authentication Protocol (PEAP) is similar to EAP-TTLS."
Objective-3,64,CH3_SEIDL,"You work at a large company. You are concerned about ensuring that all workstations have a common configuration, that no rogue software is installed, and that all patches are kept up to date. Which of the following would be the most effective for accomplishing this?",,A. Use VDI. , B. Implement restrictive policies. , C. Use an image for all workstations. , D. Implement strong patch management.,A,"The correct answer is to implement a virtual desktop infrastructure (VDI). If all the desktops are virtualized, then from a single central location you can manage patches, configuration, and software installation. This single implementation will solve all the issues mentioned in the question. Restrictive policies are a good idea but are often difficult to enforce. Imaging workstations will affect only their original configuration; it won’t keep them patched or prevent rogue software from being installed. Finally, strong patch management will address only one of the three concerns."
Objective-3,65,CH3_SEIDL,Naomi has deployed her organization’s cloud-based virtual datacenters to multiple Google datacenter locations around the globe. What does this design provide for her systems?,,A. Resistance to insider attacks , B. High availability across multiple zones , C. Decreased costs , D. Vendor diversity,B,"Deploying to multiple locations is part of a high availability strategy that ensures that losing a datacenter or datacenters in a single region, or loss of network connectivity to that region, will not take an infrastructure down. This does not provide greater resistance to insider attacks, lower costs, or vendor diversity."
Objective-3,66,CH3_SEIDL,Patrick wants to deploy a virtual private networking (VPN) technology that is as easy for end users to use as possible. What type of VPN should he deploy?,,A. An IPSec VPN , B. An SSL/TLS VPN , C. An HTML5 L2TP VPN , D. An SAML VPN,B,"A TLS-based VPN (often called an SSL-based VPN, despite SSL being outmoded) provides the easiest way for users to use VPN since it does not require a client. SSL VPNs also work only for specific applications rather than making a system appear as though it is fully on a remote network. HTML5 is not a VPN technology, but some VPN portals may be built using HTML5. Security Assertion Markup Language (SAML) is not a VPN technology. IPSec VPNs require a client or configuration and are thus harder for end users to use in most cases."
Objective-3,67,CH3_SEIDL,Olivia is responsible for web application security for her company’s e-commerce server. She is particularly concerned about XSS and SQL injection. Which technique would be most effective in mitigating these attacks?,,A. Proper error handling , B. The use of stored procedures , C. Proper input validation , D. Code signing,C,"These particular web application attacks are best mitigated with proper input validation.  Any user input should be checked for indicators of cross-site scripting (XSS) or SQL injection. Error handling is always important, but it won’t mitigate these particular issues. Stored procedures can be a good way of ensuring SQL commands are standardized, but that won’t prevent these attacks. Code signing is used for code that is downloaded from a web application to the client computer; it is used to protect the client, not the web application."
Objective-3,68,CH3_SEIDL,Isaac wants to prevent corporate mobile devices from being used outside of his company’s buildings and corporate campus. What mobile device management (MDM) capability should he use to allow this?,,A. Patch management , B. IP filtering , C. Geofencing , D. Network restrictions,C,"Isaac can configure a geofence that defines his corporate buildings and campus. He can then set up a geofence policy that will only allow devices to work while they are inside that geofenced area. Patch management, IP filtering, and network restrictions are not suitable solutions for this."
Objective-3,69,CH3_SEIDL,Sophia wants to test her company’s web application to see if it is handling input validation and data validation properly. Which testing method would be most effective for this?,,A. Static code analysis , B. Fuzzing , C. Baselining , D. Version control,B,"Fuzzing is a technique whereby the tester intentionally enters incorrect values into input fields to see how the application will handle it. Static code analysis tools simply scan the code for known issues, baselining is the process of establishing security standards, and version control simply tracks changes in the code—it does not test the code."
Objective-3,70,CH3_SEIDL,Alaina has implemented an HSM. Which of the following capabilities is not a typical HSM feature?,,A. Encryption and decryption for digital signatures , B. Boot attestation , C. Secure management of digital keys , D. Strong authentication support,B,"Although hardware security modules (HSMs) provide many cryptographic functions, they are not used for boot attestation. A TPM, or Trusted Platform Module, is used for secure boot attestation."
Objective-3,71,CH3_SEIDL,Cynthia wants to issue contactless cards to provide access to the buildings she is tasked with securing. Which of the following technologies should she deploy?,,A. RFID , B. Wi-Fi , C. Magstripe , D. HOTP,A,"Cynthia should deploy Radio Frequency Identifier (RFID) cards, which can be read using contactless readers. RFID technology is common and relatively inexpensive, but without additional authentication, possession of a card is the only means of determining if someone is authorized to access a building or room. Wi-Fi is not used for contactless cards because of its power consumption and overhead. Magstripes require a reader rather than being contactless, and HOTP is a form of one-time password system."
Objective-3,72,CH3_SEIDL,Alaina wants to prevent bulk gathering of email addresses and other directory information from her web-exposed LDAP directory. Which of the following solutions would not help with this?,,A. Using a back-off algorithm , B. Implementing LDAPS , C. Requiring authentication , D. Rate limiting queries,B,"Rate limiting and back-off algorithms both limit how quickly queries can be performed.  Requiring authentication would restrict who could access the directory. Requiring LDAPS (Lightweight Directory Access Protocol over SSL) does not prevent enumeration, but it does provide security for the queried information as it transits networks."
Objective-3,73,CH3_SEIDL,Alaina has been told that her organization uses a SAN certificate in their environment. What does this tell Alaina about the certificate in use in her organization?,,A. It is used for a storage area network. ," B. It is provided by SANS, a network security organization. "," C. The certificate is part of a self-signed, self-assigned namespace. ", D. The certificate allows multiple hostnames to be protected by the same certificate.,D,"A SAN, or Subject Alternate Name, certificate allows multiple hostnames to be protected by the same certificate. It is not a type of certificate for SAN storage systems. A SAN certificate could be self-signed, but that does not make it a SAN certificate, and of course the security organization SANS is not a certificate authority."
Objective-3,74,CH3_SEIDL,Edward is responsible for web application security at a large insurance company. One of the applications that he is particularly concerned about is used by insurance adjusters in the field.  He wants to have strong authentication methods to mitigate misuse of the application. What would be his best choice?,,A. Authenticate the client with a digital certificate. , B. Implement a very strong password policy. , C. Secure application communication with Transport Layer Security (TLS). , D. Implement a web application firewall (WAF).,A,"The correct answer is to assign digital certificates to the authorized users and to use these to authenticate them when logging in. This is an effective way to ensure that only authorized users can access the application. Although the remaining options are all good security measures, they are not the best way to authenticate the client and prevent unauthorized access to the application."
Objective-3,75,CH3_SEIDL,Sarah is the CIO for a small company. The company uses several custom applications that have complicated interactions with the host operating system. She is concerned about ensuring that systems on her network are all properly patched. What is the best approach in her environment?,,A. Implement automatic patching. , B. Implement a policy that has individual users patch their systems. , C. Delegate patch management to managers of departments so that they can find the best patch management for their departments. ," D. Immediately deploy patches to a test environment; then as soon as testing is complete, have a staged rollout to the production network.",D,"The correct answer is to first test patches. It is always possible that a patch might cause issues for one or more current applications. This is particularly a concern with applications that have a lot of interaction with the host operating system. An operating system patch can prevent the application from executing properly. But as soon as the patches are tested, a phased rollout to the company should begin. Automatic patching is not recommended in corporate environments because a patch could possibly interfere with one or more applications—thus, a managed patch deployment process is implemented that requires more administrative time but avoids outages due to patches with issues in an organization’s specific environment. Having individual users patch their own machines is a bad idea and will lead to inconsistent patching and the application of untested patches. Delegating patch management to managers instead of IT staff can lead to problems, too, due to varying skillsets and practices."
Objective-3,76,CH3_SEIDL,Gary uses a wireless analyzer to perform a site survey of his organization. Which of the following is not a common feature of a wireless analyzer’s ability to provide information about the wireless networks around it?,,A. The ability to show signal strength of access points on a map of the facility , B. The ability to show the version of the RADIUS server used for authentication , C. The ability to show a list of SSIDs available in a given location ," D. The ability to show the version of the 802.11 protocol (n, ac, ax)",B,"Although wireless analyzers provide in-depth information about Service Set Identifiers (SSIDs), signal strength, and protocol versions, the Remote Authentication Dial-In User Service (RADIUS) or Kerberos version number for the backend authentication servers is not something that they will typically be able to provide."
Objective-3,77,CH3_SEIDL,Emiliano is a network administrator and is concerned about the security of peripheral devices. Which of the following would be a basic step he could take to improve security for those devices?,,A. Implement FDE. ," B. Turn off remote access (SSH, Telnet, etc.) if not needed. ", C. Utilize fuzz testing for all peripherals. , D. Implement digital certificates for all peripherals.,B,"The correct answer is to turn off any remote access to such devices that is not absolutely needed. Many peripheral devices come with SSH (Secure Shell), Telnet, or similar services. If you are not using them, turn them off. Many peripherals don’t have disks to encrypt, making full-disk encryption (FDE) a less useful choice. Fuzz testing is used to test code, not devices, and peripherals are unlikely to support digital certificates in most cases."
Objective-3,78,CH3_SEIDL,What type of code analysis is manual code review?,,A. Dynamic code review , B. Fagan code review , C. Static code review , D. Fuzzing,C,"Manual code review is a type of static code review where reviewers read through source code to attempt to find flaws in the code. Dynamic code review requires running the code, Fagan testing is a formal code review process that works through multiple phases of the development process, and fuzzing is a form of dynamic inspection that sends unexpected values to a running program."
Objective-3,79,CH3_SEIDL,"Samantha has used ssh-keygen to generate new SSH keys. Which SSH key should she place on the server she wants to access, and where is it typically stored on a Linux system?",,"A. Her public SSH key, /etc/ "," B. Her private SSH key, /etc/ "," C. Her public SSH key, ~/.ssh "," D. Her private SSH key, ~/.ssh",C,"Samantha should place her public SSH key in the .ssh directory in her home directory on the remote server. Private keys should never be outside of your control, and unlike many Linux configurations, SSH keys are not kept in the /etc/directory."
Objective-3,80,CH3_SEIDL,Ixxia is a software development team manager. She is concerned about memory leaks in code. What type of testing is most likely to find memory leaks?,,A. Fuzzing , B. Stress testing , C. Static code analysis , D. Normalization,C,"The correct answer is to use static code analysis. Memory leaks are usually caused by failure to deallocate memory that has been allocated. A static code analyzer can check to see if all memory allocation commands (malloc, alloc, etc.) have a matching deallocation command. Fuzzing involves entering data that is outside expected values to see how the application handles it. Stress testing involves testing how a system handles extreme workloads. Normalization is a technique for deduplicating a database."
Objective-3,81,CH3_SEIDL,What IP address does a load balancer provide for external connections to connect to web servers in a load-balanced group?,,"A. The IP address for each server, in a prioritized order ", B. The load balancer’s IP address , C. The IP address for each server in a round-robin order , D. A virtual IP address,D,"Load balancers provide a virtual IP, or VIP. Traffic sent to the VIP is directed to servers in the pool based on the load-balancing scheme that that pool is using—often a round-robin scheme, but other versions that include priority order and capacity tracking or ratings are also common. The load balancer’s IP address is normally used to administer the system, and individual IP addresses for the clustered hosts are shielded by the load balancer to prevent traffic from consistently going to those hosts, thus creating a failure or load point."
Objective-3,82,CH3_SEIDL,What term describes random bits that are added to a password before it is hashed and stored in a database?,,A. Flavoring , B. Rainbow-armor , C. Bit-rot , D. Salt,D,"In a well-implemented password hashing scheme, unique random bits called salts are added to each password before they are hashed. This makes generating a rainbow table or otherwise brute-forcing hashes for all of the passwords stored in a database extremely time-consuming. The remaining options were made up and are not actual security terms."
Objective-3,83,CH3_SEIDL,Victor is a network administrator for a medium-sized company. He wants to be able to access servers remotely so that he can perform small administrative tasks from remote locations.  Which of the following would be the best protocol for him to use?,,A. SSH , B. Telnet , C. RSH , D. SNMP,A,"The correct answer is to use Secure Shell (SSH). This protocol is encrypted. SSH also authenticates the user with public key cryptography. Telnet is insecure and does not encrypt data. RSH, or Remote Shell, sends at least some data unencrypted and is also insecure.  SNMP, or Simple Network Management Protocol, is used to manage a network and is not used for remote communications."
Objective-3,84,CH3_SEIDL,Dan configures a resource-based policy in his Amazon account. What control has he deployed?,,"A. A control that determines who has access to the resource, and the actions they can take to it ", B. A control that determines the amount that service can cost before an alarm is sent , C. A control that determines the amount of a finite resource that can be consumed before a alarm is set , D. A control that determines what an identity can do,A,"Resource-based policies are attached to resources and determine who has access to a resource, such as a group of sysadmins or developers, and what actions they can perform on the resource. Cloud services have different terms for monitoring their resource usage; these terms may vary from service to service."
Objective-3,85,CH3_SEIDL,Charlene’s company uses rack-mounted sensor appliances in their datacenter. What are sensors like these typically monitoring?,,A. Temperature and humidity , B. Smoke and fire , C. Power quality and reliability , D. None of the above,A,"Networked sensor appliances are deployed in many datacenters to gather information about temperature and humidity as part of the environmental monitoring system. Fire detection and suppression systems are not typically mounted in racks, and power quality and reliability is measured by PDUs (power distribution units), UPS (uninterruptable power supplies), and other power infrastructure."
Objective-3,86,CH3_SEIDL,Laurel is reviewing the configuration for an email server in her organization and discovers that there is a service running on TCP port 993. What secure email service has she most likely discovered?,,A. Secure POP3 , B. Secure SMTP , C. Secure IMAP (IMAPS) , D. Secure MIME (SMIME),C,"Secure IMAP’s default port is TCP 993. Laurel can easily guess that the system offers a TLS-protected version of IMAP for clients to use to retrieve email messages. The default port for secure POP is 995, and for secure SMTP the default port is 587. S/MIME does not have a specific port, as it is used to encrypt the content of email messages."
Objective-3,87,CH3_SEIDL,What type of topology does an ad hoc wireless network use?,,A. Point-to-multipoint , B. Star , C. Point-to-point , D. Bus,C,Ad hoc wireless networks operate in a point-to-point topology. Infrastructure mode access points work in a point-to-multipoint topology. Star and bus models are used in wired networks.
Objective-3,88,CH3_SEIDL,What is the primary advantage of allowing only signed code to be installed on computers?,,A. It guarantees that malware will not be installed. , B. It improves patch management. , C. It verifies who created the software. , D. It executes faster on computers with a Trusted Platform Module (TPM).,C,"Only using code that is digitally signed verifies the creator of the software. For example, if a printer/multifunction device (MFD) driver is digitally signed, this gives you confidence that it really is a printer driver from the vendor it purports to be from, and not malware masquerading as a printer driver. Signed software gives you a high degree of confidence that it is not malware but does not provide a guarantee. For example, the infamous Flame virus was signed with a compromised Microsoft digital certificate. Digital signing of software has no effect on patch management. Finally, digitally signed software will not execute faster or slower than unsigned software."
Objective-3,89,CH3_SEIDL,Samantha has been asked to provide a recommendation for her organization about password security practices. Users have complained that they have to remember too many passwords as part of their job and that they need a way to keep track of them. What should Samantha recommend?,,A. Recommend that users write passwords down near their workstation. , B. Recommend that users use the same password for sites with similar data or risk profiles. , C. Recommend that users change their standard passwords slightly based on the site they are using. , D. Recommend a password vault or manager application.,D,"The Security+ exam refers to password managers as password vaults. Samantha should recommend a password vault that will allow her users to generate, store, and use many passwords securely. None of the other options are good advice for password use and storage."
Objective-3,90,CH3_SEIDL,Matt has enabled port security on the network switches in his building. What does port security do?,,A. Filters by MAC address , B. Prevents routing protocol updates from being sent from protected ports , C. Establishes private VLANs , D. Prevents duplicate MAC addresses from connecting to the network,A,"Port security filters by MAC address, allowing whitelisted MAC addresses to connect to the port and blocking blacklisted MAC addresses. Port security can be static, using a predetermined list or dynamically allowing a specific number of addresses to connect, or it can be run in a combination mode of both static and dynamic modes."
Objective-3,91,CH3_SEIDL,Tom is responsible for VPN connections in his company. His company uses IPSec for VPNs. What is the primary purpose of AH in IPSec?,,A. Encrypt the entire packet. , B. Encrypt just the header. , C. Authenticate the entire packet. , D. Authenticate just the header.,C,"Authentication headers (AHs) provide complete packet integrity, authenticating the packet and the header. Authentication headers do not provide any encryption at all, and authentication headers authenticate the entire packet, not just the header."
Objective-3,92,CH3_SEIDL,Miles wants to ensure that his internal DNS cannot be queried by outside users. What DNS design pattern uses different internal and external DNS servers to provide potentially different DNS responses to users of those networks?,,A. DNSSEC , B. Split horizon DNS , C. DMZ DNS , D. DNS proxying,B,"A split horizon DNS implementation deploys distinct DNS servers for two or more environments, ensuring that those environments receive DNS information appropriate to the DNS view that their clients should receive. Domain Name System Security Extensions (DNSSEC) is a DNS security set of specifications to help protect DNS data. DMZ DNS and DNS proxying are not design patterns or common terms used in the security or networking field."
Objective-3,93,CH3_SEIDL,Abigail is responsible for setting up a network-based intrusion prevention system (NIPS) on her network. The NIPS is located in one particular network segment. She is looking for a passive method to get a copy of all traffic to the NIPS network segment so that it can analyze the traffic. Which of the following would be her best choice?,,A. Using a network tap , B. Using port mirroring , C. Setting the NIPS on a VLAN that is connected to all other segments , D. Setting up a NIPS on each segment,A,"Network taps copy all traffic to another destination, allowing traffic visibility without a device inline. They are completely passive methods of getting network traffic to a central location. Port mirroring would get all the traffic to the network-based intrusion prevention system (NIPS) but is not completely passive. It requires the use of resources on switches to route a copy of the traffic. Incorrect switch configurations can cause looping. Configuring loop detection can prevent looped ports. Putting a network IPS on every segment can be very expensive and require extensive configuration work. Option D is incorrect. This is not the assignment. Setting up a NIPS on each segment would also dramatically increase administrative efforts."
Objective-3,94,CH3_SEIDL,Amanda wants to allow users from other organizations to log in to her wireless network.  What technology would allow her to do this using their own home organization’s credentials?,,A. Preshared keys , B. 802.11q , C. RADIUS federation , D. OpenID Connect,C,"Federating RADIUS allows organizations to permit users from other partner organizations to authenticate against their home systems, and then be allowed on to the local organization’s network. An example of this is the eduroam federation used by higher education institutions to permit students, faculty, and staff to use college networks anywhere they go where eduroam is in place. Preshared keys are determined by the location organization and would not permit enterprise credentials from other organizations to be used. OpenID is used for web authentication, and 802.11q is a trunking protocol."
Objective-3,95,CH3_SEIDL,Nathan wants to ensure that the mobile devices his organization has deployed can only be used in the company’s facilities. What type of authentication should he deploy to ensure this?,,A. PINs , B. Biometrics , C. Context-aware authentication , D. Content-aware authentication,C,"Context-aware authentication can take into account information like geolocation to ensure that the devices can only be logged into when they are inside of the facility’s boundaries. That means the devices will only be useful on-site and can help protect the data and applications on the devices. Neither PINs nor biometrics can do this, and content-aware authentication was made up for this question."
Objective-3,96,CH3_SEIDL,Which of the following best describes a TPM?,,A. Transport Protection Mode , B. A secure cryptoprocessor , C. A DNSSEC extension , D. Total Patch Management,B,"A TPM, or Trusted Platform Module, is a secure cryptoprocessor used to provide a hardware root of trust for systems. They enable secure boot and boot attestation capabilities, and include a random number generator, the ability to generate cryptographic keys for specific uses, and the ability to bind and seal data used for processes the TPM supports."
Objective-3,97,CH3_SEIDL,Janice is explaining how IPSec works to a new network administrator. She is trying to explain the role of IKE. Which of the following most closely matches the role of IKE in IPSec?,,A. It encrypts the packet. , B. It establishes the SAs. , C. It authenticates the packet. , D. It establishes the tunnel.,B,"Internet key exchange (IKE) is used to set up security associations (SAs) on each end of the tunnel. The security associations have all the settings (i.e., cryptographic algorithms, hashes) for the tunnel. IKE is not directly involved in encrypting or authenticating. IKE itself does not establish the tunnel—it establishes the SAs."
Objective-3,98,CH3_SEIDL,What certificate is most likely to be used by an offline certificate authority (CA)?,,A. Root , B. Machine/computer , C. User , D. Email,A,"A root certificate is the base certificate that signs an entire certificate chain. A common security practice to protect these incredibly important certificates is to keep the root certificate and CA offline to prevent the potential of compromise or exposure. Machine/computer, user, and email certificates are deployed and used throughout organizations and, since they are used on a frequent basis, aren’t likely be to kept offline."
Objective-3,99,CH3_SEIDL,Emily manages the IDS/IPS for her network. She has a network-based intrusion prevention system (NIPS) installed and properly configured. It is not detecting obvious attacks on one specific network segment. She has verified that the NIPS is properly configured and working properly. What would be the most efficient way for her to address this?,,A. Implement port mirroring for that segment. , B. Install a NIPS on that segment. , C. Upgrade to a more effective NIPS. , D. Isolate that segment on its own VLAN.,A,"The NIPS is not seeing the traffic on that network segment. By implementing port mirroring, the traffic from that segment can be copied to the segment where the NIPS is installed. Installing a network IPS on the segment would require additional resources. This would work but is not the most efficient approach. Nothing in this scenario suggests that the NIPS is inadequate. It just is not seeing all the traffic. Finally, isolating the segment to its own VLAN would isolate that network segment but would still not allow the NIPS to analyze the traffic from that segment."
Objective-3,100,CH3_SEIDL,Dana wants to protect data in a database without changing characteristics like the data length and type. What technique can she use to do this most effectively?,,A. Hashing , B. Tokenization , C. Encryption , D. Rotation,B,"Tokenization is used to protect data by substituting tokens for sensitive data without changing the length or data type. This allows databases to handle the data in the same way as it was prior to tokenization, ensuring that existing software will not run into problems due to the data being changed. Encryption provides similar protection but will normally change either the data length, the data type, or both. Hashing is one-way, which means it is not a good fit for many scenarios where tokenization or encryption will protect data. Rotation is not a security method used for this type of work."
Objective-3,101,CH3_SEIDL,"Elenora is responsible for log collection and analysis for a company with locations around the country. She has discovered that remote sites generate high volumes of log data, which can cause bandwidth consumption issues for those sites. What type of technology could she deploy to each site to help with this?",,A. Deploy a log aggregator. , B. Deploy a honeypot. , C. Deploy a bastion host. , D. None of the above,A,"Elenora could deploy a log aggregator at each location to collect and aggregate the logs.  Log collection and aggregation systems can then filter unneeded log entries, compress the logs, and forward desired logs to a central security system like a security information and event management (SIEM) or other log analysis collection and analysis tool. A honeypot acts like a desirable target, luring attackers in to capture data about their attacks. A bastion host is designed to resist attacks and normally provides a single service to the network on which it resides."
Objective-3,102,CH3_SEIDL,"Dani is performing a dynamic code analysis technique that sends a broad range of data as inputs to the application she is testing. The inputs include data that is both within the expected ranges and types for the program and data that is different and, thus, unexpected by the program. What code testing technique is Dani using?",,A. Timeboxing , B. Buffer overflow , C. Input validation , D. Fuzzing,D,"Fuzzing is an automated, dynamic software testing technique that sends unexpected and often invalid data to a program to test how it responds. The software is monitored to see how it responds to the input, providing additional assurance that the program has proper error handling and input validation built in. Timeboxing is an agile project management technique; buffer overflows may occur as part of fuzzing, but are not the only technique used or described here; and input validation can help stop fuzzing from causing problems for an application by preventing out-of-bounds or unwanted data from being accepted."
Objective-3,103,CH3_SEIDL,Tina wants to ensure that rogue DHCP servers are not permitted on the network she maintains. What can she do to protect against this?,,A. Deploy an IDS to stop rogue DHCP packets. , B. Enable DHCP snooping. , C. Disable DHCP snooping. , D. Block traffic on the DHCP ports to all systems.,B,"Dynamic Host Configuration Protocol (DHCP) snooping can be set up on switches to monitor for and stop rogue DHCP traffic from unknown servers. Disabling DHCP snooping would remove this feature. Intrusion detection systems (IDSs) cannot stop traffic, and blocking DHCP traffic would prevent systems from acquiring dynamic IP addresses."
Objective-3,104,CH3_SEIDL,Endpoint detection and response has three major components that make up its ability to provide visibility into endpoints. Which of the following is not one of those three parts?,,A. Data search , B. Malware analysis , C. Data exploration , D. Suspicious activity detection,B,"Endpoint detection and response (EDR) focuses on identifying anomalies and issues, but it is not designed to be a malware analysis tool. Instead, the ability to search and explore data, identify suspicious activities, and coordinate responses is what makes up an EDR tool."
Objective-3,105,CH3_SEIDL,Isabelle is responsible for security at a mid-sized company. She wants to prevent users on her network from visiting job-hunting sites while at work. Which of the following would be the best device to accomplish this goal?,,A. Proxy server , B. NAT , C. A packet filter firewall , D. NIPS,A,"A web proxy can be used to block certain websites. It is common practice for network administrators to block either individual sites or general classes of sites (like job-hunting sites). Network address translation (NAT) is used to translate the private IP addresses of internal computers to public IP addresses. A packet filter firewall can block traffic on a given port or IP address or using a particular protocol, but generally they are not able to block specific websites. Network-based intrusion prevention systems (NIPSs) identify and block attacks; they cannot prevent users from visiting specific websites."
Objective-3,106,CH3_SEIDL,"What term describes a cloud system that stores, manages, and allows auditing of API keys, passwords, and certificates?",,A. A cloud PKI , B. A cloud TPM , C. A secrets manager , D. A hush service,C,"Secrets management services provide the ability to store sensitive data like application programming interface (API) keys, passwords, and certificates. They also provide the ability to manage, retrieve, and audit those secrets. A public key infrastructure (PKI) would focus on certificates and encryption keys, without passwords or API keys. A Trusted Platform Module (TPM) is associated with hardware, and a hush service was made up for this question."
Objective-3,107,CH3_SEIDL,Fred is building a web application that will receive information from a service provider.  What open standard should he design his application to use to work with many modern third-party identity providers?,,A. SAML , B. Kerberos , C. LDAP , D. NTLM,A,"SAML, the Security Assertion Markup Language, is used by many identity providers to exchange authorization and authentication data with service providers. Kerberos and LDAP (Lightweight Directory Access Protocol) are used inside many organizations, but Fred will find more success with SAML for popular web services. New Technology LAN Manager (NTLM) remains in use for Windows systems, but Kerberos is more commonly used for modern Windows domains and would not be used in the scenario described here."
Objective-3,108,CH3_SEIDL,You are responsible for an e-commerce site. The site is hosted in a cluster. Which of the following techniques would be best in assuring availability?,,A. A VPN concentrator , B. Aggregate switching , C. An SSL accelerator , D. Load balancing,D,"Load balancing the cluster will prevent any single server from being overloaded. And if a given server is offline, other servers can take on its workload. Option A is incorrect.  A VPN concentrator, as the name suggests, is used to initiate virtual private networks (VPNs). Option B is incorrect. Aggregate switching can shunt more bandwidth to the servers but won’t mitigate the threat of one or more servers being offline. Option C is incorrect. SSL accelerators are a method of offloading processor-intensive public-key encryption for Transport Layer Security (TLS) and Secure Sockets Layer (SSL) to a hardware accelerator."
Objective-3,109,CH3_SEIDL,What channels do not cause issues with channel overlap or overlap in U.S. installations of 2.4 GHz Wi-Fi networks?,,"A. 1, 3, 5, 7, 9, and 11 "," B. 2, 6, and 10 "," C. 1, 6, and 11 ", D. Wi-Fi channels do not suffer from channel overlap.,C,"The three channels that do not overlap are 1, 6, and 11. The rest of the channels will overlap. In an ideal installation, these three channels can be used to maximize throughput and minimize interference."
Objective-3,110,CH3_SEIDL,"Ryan is concerned about the security of his company’s web application. Since the application processes confidential data, he is most concerned about data exposure. Which of the following would be the most important for him to implement?",,A. WAF , B. TLS , C. NIPS , D. NIDS,B,"The correct answer is to encrypt all the web traffic to this application using Transport Layer Security (TLS). This is one of the most fundamental security steps to take with any website. A web application firewall (WAF) is probably a good idea, but it is not the most important thing for Ryan to implement. While a network-based intrusion prevention system (IPS) or intrusion detection system (IDS) may be a good idea, those should be considered after TLS is configured."
Objective-3,111,CH3_SEIDL,Which of the following connection methods only works via a line-of-sight connection?,,A. Bluetooth , B. Infrared , C. NFC , D. Wi-Fi,B,"Infrared (IR) is the only line-of-sight method on the list. Although Near-Field Communication (NFC) and Bluetooth have a relatively short range, they can still operate through materials placed between them and the receiver, and Wi-Fi can do so at an even longer range."
