Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-1,56,CH1_SEIDL,"Juanita is a network administrator for Acme Company. Some users complain that they keep getting dropped from the network. When Juanita checks the logs for the wireless access point (WAP), she finds that a deauthentication packet has been sent to the WAP from the usersâ€™ IP addresses. What seems to be happening here?",, A. Problem with users’ Wi-Fi configuration, B. Disassociation attack, C. Session hijacking, D. Backdoor attack,A,"Dictionary attacks use a list of words that are believed to be likely passwords. A rainbow table is a precomputed table of hashes. Brute force tries every possible random combination.  If an attacker has the original plain text and ciphertext for a message, they can determine the key space used through brute-force attempts targeting the key space. Session hijacking is when the attacker takes over an authenticated session."
Objective-1,57,CH1_SEIDL,John has discovered that an attacker is trying to get network passwords by using software that attempts a number of passwords from a list of common passwords. What type of attack is this?,, A. Dictionary, B. Rainbow table, C. Brute force, D. Session hijacking,B,"Downgrade attacks seek to make a Transport Layer Security (TLS) connection use a weaker cipher version, thus allowing the attacker to more easily break the encryption and read the protected data. In a disassociation attack, the attacker attempts to force the victim into disassociating from a resource. Session hijacking is when the attacker takes over an authenticated session. Brute-force attempts every possible random combination to get the password or encryption key."
Objective-1,58,CH1_SEIDL,"You are a network security administrator for a bank. You discover that an attacker has exploited a flaw in OpenSSL and forced some connections to move to a weak cipher suite version of TLS, which the attacker could breach. What type of attack was this?",, A. Disassociation attack, B. Downgrade attack, C. Session hijacking, D. Brute force,D,A collision is when two different inputs produce the same hash. A rainbow table is a table of precomputed hashes. Brute force attempts every possible random combination to get the password or encryption key. Session hijacking is when the attacker takes over an authenticated session.
Objective-1,59,CH1_SEIDL,"When an attacker tries to find an input value that will produce the same hash as a password, what type of attack is this?",, A. Rainbow table, B. Brute force, C. Session hijacking, D. Collision attack,C,"An advanced persistent threat (APT) involves sophisticated (i.e., advanced) attacks over a period of time (i.e., persistent). A distributed denial-of-service (DDoS) could be a part of an APT, but in and of itself is unlikely to be an APT. Brute force attempts every possible random combination to get the password or encryption key. In a disassociation attack, the attacker attempts to force the victim into disassociating from a resource."
Objective-1,60,CH1_SEIDL,FarÃ¨s is the network security administrator for a company that creates advanced routers and switches. He has discovered that his companyâ€™s networks have been subjected to a series of advanced attacks over a period of time. What best describes this attack?,, A. DDoS, B. Brute force, C. APT, D. Disassociation attack,B,Phishing is not commonly used to acquire email addresses. Phishing emails target personal information and sensitive information like passwords and credit card numbers in most cases.
Objective-1,61,CH1_SEIDL,What type of information is phishing not commonly intended to acquire?,, A. Passwords, B. Email addresses, C. Credit card numbers, D. Personal information,A,"When an IDS or antivirus mistakes legitimate traffic for an attack, this is called a false positive. A false negative is when the IDS mistakes an attack for legitimate traffic. It is the opposite of a false positive. Options C and D are both incorrect. Although these may be grammatically correct, these are not the terms used in the industry. In military operations, false flag operations attempt to transfer blame to another company, thus a “false flag.”"
Objective-1,62,CH1_SEIDL,John is running an IDS on his network. Users sometimes report that the IDS flags legitimate traffic as an attack. What describes this?,, A. False positive, B. False negative, C. False trigger, D. False flag,B,"A keylogger is a software or hardware tool used to capture keystrokes. Keyloggers are often used by attackers to capture credentials and other sensitive information. A rootkit is used to obtain and maintain administrative rights on a system, and a worm is a self-spreading form of malware that frequently targets vulnerable services on a network to spread."
Objective-1,63,CH1_SEIDL,Scott discovers that malware has been installed on one of the systems he is responsible for.  Shortly afterward passwords used by the user that the system is assigned to are discovered to be in use by attackers. What type of malicious program should Scott look for on the compromised system?,, A. A rootkit, B. A keylogger, C. A worm, D. None of the above,A,The term for attempting to gain any privileges beyond what you have is privilege escalation. Session hijacking is taking over an authenticated session. Root grabbing and climbing are not terms used in the industry.
Objective-1,64,CH1_SEIDL,"You are performing a penetration test of your companyâ€™s network. As part of the test, you will be given a login with minimal access and will attempt to gain administrative access with this account. What is this called?",, A. Privilege escalation, B. Session hijacking, C. Root grabbing, D. Climbing,B,"MAC flooding attacks attempt to overflow a switch’s CAM table, causing the switch to send all traffic to all ports rather than to the port that a given MAC address is associated with. Although this was possible with many older switches, most modern switches are less susceptible to this type of attack, and some have security capabilities built in to prevent this type of attack."
Objective-1,65,CH1_SEIDL,"Matt discovers that a system on his network is sending hundreds of Ethernet frames to the switch it is connected to, with each frame containing a different source MAC address. What type of attack has he discovered?",, A. Etherspam, B. MAC flooding, C. Hardware spoofing, D. MAC hashing,B,"Spyware and adware are both common examples PUPs, or potentially unwanted programs. Though not directly malicious, they can pose risks to user privacy as well as create annoyances like popups or other unwanted behaviors. Trojans appear to be legitimate programs or are paired with them, RATs provide remote access and are a subcategory of Trojans, and ransomware demands payment or other actions to avoid damage to files or reputation."
Objective-1,66,CH1_SEIDL,Spyware is an example of what type of malware?,, A. Trojan, B. PUP, C. RAT, D. Ransomware,C,"A race condition can occur when multiple threads in an application are using the same variable and the situation is not properly handled. Option A is incorrect. A buffer overflow is attempting to put more data in a buffer than it is designed to hold. Option B is incorrect. A logic bomb is malware that performs its misdeed when some logical condition is met.  Option D is incorrect. As the name suggests, improper error handling is the lack of adequate or appropriate error handling mechanisms within software."
Objective-1,67,CH1_SEIDL,"Mary has discovered that a web application used by her company does not always handle multithreading properly, particularly when multiple threads access the same variable. This could allow an attacker who discovered this vulnerability to exploit it and crash the server.  What type of error has Mary discovered?",, A. Buffer overflow, B. Logic bomb, C. Race conditions, D. Improper error handling,B,"The malware in this example is a Trojan horse—it pretends to be something desirable, or at least innocuous, and installs malicious software in addition to or instead of the desired software. A rootkit gives root or administrative access, spyware is malware that records user activities, and a boot sector virus is a virus that infects the boot sector of the hard drive."
Objective-1,68,CH1_SEIDL,"An attacker is trying to get access to your network. He is sending users on your network a link to a new game with a hacked license code program. However, the game files also include software that will give the attacker access to any machine that it is installed on. What type of attack is this?",, A. Rootkit, B. Trojan horse, C. Spyware, D. Boot sector virus,B,"The Postgres server is set up using a weak password for the user postgres, the administrative login for the database. This is a form of unsecured administrative or root account. Interestingly, this is not a default setting, since Postgres uses no password by default for the Postgres account—an even worse setting than using postgres as the password, but not by much!"
Objective-1,69,CH1_SEIDL,The following image shows a report from an OpenVAS system. What type of weak configuration is shown here?,, A. Weak encryption, B. Unsecured administrative accounts, C. Open ports and services, D. Unsecure protocols,A,"Annie has moved laterally. Lateral movement moves to systems at the same trust level. This can provide access to new data or different views of the network depending on how the systems and security are configured. Privilege escalation involves gaining additional privileges, often those of an administrative user. Vertical movement is sometimes referenced when gaining access to systems or accounts with a higher security or trust level. Privilege retention was made up for this question."
Objective-1,70,CH1_SEIDL,"While conducting a penetration test, Annie scans for systems on the network she has gained access to. She discovers another system within the same network that has the same accounts and user types as the one she is on. Since she already has a valid user account on the system she has already accessed, she is able to log in to it. What type of technique is this?",, A. Lateral movement, B. Privilege escalation, C. Privilege retention, D. Vertical movement,A,"This is an example of a false positive. A false positive can cause a vulnerability to show that was not actually there. This sometimes happens when a patch or fix is installed but the application does not change in a way that shows the change, and it has been an issue with updates where the version number is the primary check for a vulnerability. When a vulnerability scanner sees a vulnerable version number but a patch has been installed that does not update it, a false positive report can occur. A false negative would report a patch or fix where there was actually a vulnerability. Automatic updates were not mentioned, nor was a specific Apache version."
Objective-1,71,CH1_SEIDL,"Amanda scans a Red Hat Linux server that she believes is fully patched and discovers that the Apache version on the server is reported as vulnerable to an exploit from a few months ago. When she checks to see if she is missing patches, Apache is fully patched. What has occurred?",, A. A false positive, B. An automatic update failure, C. A false negative, D. An Apache version mismatch,C,A buffer overflow is possible when boundaries are not checked and the attacker tries to put in more data than the variable can hold. Cross-site scripting (XSS) is a web page attack. Cross-site request forgery (CSRF) is a web page attack. A logic bomb is malware that performs its misdeed when some condition is met.
Objective-1,72,CH1_SEIDL,"When a program has variables, especially arrays, and does not check the boundary values before inputting data, what attack is the program vulnerable to?",, A. XSS, B. CSRF, C. Buffer overflow, D. Logic bomb,C,"Consensus, sometimes called social proof, is a social engineering principle that leverages the fact that people are often willing to trust groups of other people. Here, the attackers have planted false information that the software is trustworthy, thus allowing targets to “prove” to themselves that they can safely install the software. Scarcity uses a perception that something may not be available or is uncommon and thus desirable. Familiarity takes advantage of the trust that individuals put into people and organizations they are already familiar with. Trustbased attacks exploit a perception of trustworthiness."
Objective-1,73,CH1_SEIDL,"Tracy is concerned that the software she wants to download may not be trustworthy, so she searches for it and finds many postings claiming that the software is legitimate. If she installs the software and later discovers it is malicious and that malicious actors have planted those reviews, what principle of social engineering have they used?",, A. Scarcity, B. Familiarity, C. Consensus, D. Trust,B,A logic bomb performs malicious actions when a specific condition or conditions are met. A boot sector virus infects the boot sector of the hard drive. A buffer overflow occurs when the attacker attempts to put more data in a variable than it can hold. A sparse infector virus performs its malicious activity intermittently to make it harder to detect.
Objective-1,74,CH1_SEIDL,"Which of the following best describes malware that will execute some malicious activity when a particular condition is met (i.e., if the condition is met, then executed)?",, A. Boot sector virus, B. Logic bomb, C. Buffer overflow, D. Sparse infector virus,B,"Elicitation, or the process of eliciting information through conversation to gather useful information, is a key tool in a penetration tester’s social engineering arsenal. Pretexting involves the use of believable reasons for the target to go along with whatever the social engineering is attempting to do. Impersonation involves acting like someone you are not, whereas intimidation attempts to scare or threaten the target into doing what the social engineer wants them to."
Objective-1,75,CH1_SEIDL,What term describes using conversational tactics as part of a social engineering exercise to extract information from targets?,, A. Pretexting, B. Elicitation, C. Impersonation, D. Intimidation,B,"All of these protocols are unsecure. FTP has been replaced by secure versions in some uses (SFTP/FTPS), whereas Telnet has been superseded by SSH in modern applications. RSH is outmoded and should be seen only on truly ancient systems. If you find a system or device exposing these protocols, you will need to dig in further to determine why they are exposed and how they can be protected if they must remain open for a legitimate reason."
Objective-1,76,CH1_SEIDL,"Telnet, RSH, and FTP are all examples of what?",, A. File transfer protocols, B. Unsecure protocols, C. Core protocols, D. Open ports,B,"The best way for Scott to determine where an organization’s wireless networks can be accessed from is to use war driving, war flying, and/or war walking techniques to map out the wireless signal footprint of the organization. OSINT and active scans would be useful gathering information about the organization and its systems, but not about its wireless networks range and accessibility, and social engineering is more likely to be useful for gathering information or gaining access to facilities or systems."
Objective-1,77,CH1_SEIDL,Scott wants to determine where an organizationâ€™s wireless network can be accessed from.  What testing techniques are his most likely options?,, A. OSINT and active scans, B. War driving and war flying, C. Social engineering and active scans, D. OSINT and war driving,A,"A macro virus is a malicious script (macro) embedded into a file, typically a Microsoft Office file. They are typically written in Visual Basic for Applications (VBA) script. A boot sector virus infects the boot sector of the hard drive. A Trojan horse is malware that is tied to a legitimate program. In this scenario, the malware is actually embedded in an Office document. The two are similar, but not the same. A remote access Trojan (RAT) is a Trojan horse that gives the attacker remote access to the machine."
Objective-1,78,CH1_SEIDL,"Gerald is a network administrator for a small financial services company. Users are reporting odd behavior that appears to be caused by a virus on their machines. After isolating the machines that he believes are infected, Gerald analyzes them. He finds that all the infected machines received an email purporting to be from accounting, with an Excel spreadsheet, and the users opened the spreadsheet. What is the most likely issue on these machines?",, A. A macro virus, B. A boot sector virus, C. A Trojan horse, D. A RAT,C,"By giving the tester logins, you are allowing them to conduct a credentialed scan (i.e., a scan with an account or accounts that allow them access to check settings and configurations). Known environment and partially known environment tests describe the level of knowledge the tester is given of the network. A privilege scan cannot be an unknown environment test, but it could be either known or partially known. An intrusive scan is a term used for scans that attempt to exercise or use the vulnerability they find instead of attempting to avoid harm."
Objective-1,79,CH1_SEIDL,"Your company has hired an outside security firm to perform various tests of your network.  During the vulnerability scan, you will provide that company with logins for various systems (i.e., database server, application server, web server, etc.) to aid in their scan. What best describes this?",, A. A known environment test, B. A gray-box test, C. A credentialed scan, D. An intrusive scan,B,"The Security+ exam expects practitioners to be able to analyze scripts and code to determine roughly what function they perform and to be able to identify multiple programming languages. Python relies on formatting like indenting to indicate blocks of code and does not use line end indicators as you would find in some languages. This code is a basic Python port scanner that will scan every port from 1 to 9999, checking to see if it allows a connection."
Objective-1,80,CH1_SEIDL,"Steve discovers the following code on a system. What language is it written in, and what does it do?  import socket as skt for port in range (1,9999): try: sc=skt.socket(askt.AF_INET,skt.SOCK_STREAM) sc.settimeout(900) sc.connect(('127.0.0.1,port)) print '%d:OPEN' % (port) sc.close except: continue",," A. Perl, vulnerability scanning"," B. Python, port scanning"," C. Bash, vulnerability scanning"," D. PowerShell, port scanning",C,"Botnets are often used to launch DDoS attacks, with the attack coming from all the computers in the botnet simultaneously. Phishing attacks attempt to get the user to give up information, click on a link, or open an attachment. Adware consists of unwanted pop-up ads. A Trojan horse attaches malware to a legitimate program."
Objective-1,81,CH1_SEIDL,Which of the following is commonly used in a distributed denial-of-service (DDoS) attack?,, A. Phishing, B. Adware, C. Botnet, D. Trojan,B,"Amanda has discovered an insider threat. Insider threats can be difficult to discover, as a malicious administrator or other privileged user will often have the ability to conceal their actions or may actually be the person tasked with hunting for threats like this! This is not a zero-day—no vulnerability was mentioned, there was no misconfiguration since this was an intentional action, and encryption is not mentioned or discussed."
Objective-1,82,CH1_SEIDL,Amanda discovers that a member of her organizationâ€™s staff has installed a remote access Trojan on their accounting software server and has been accessing it remotely. What type of threat has she discovered?,, A. Zero-day, B. Insider threat, C. Misconfiguration, D. Weak encryption,B,"Social media influence campaigns seek to achieve the goals of the attacker or owner of the campaign. They leverage social media using bots and groups of posters to support the ideas, concepts, or beliefs that align with the goals of the campaign. Impersonation is a type of social engineering attack where the attacker pretends to be someone else. A watering hole attack places malware or malicious code on a site or sites that are frequently visited by a targeted group. Asymmetric warfare is warfare between groups with significantly different power or capabilities."
Objective-1,83,CH1_SEIDL,Postings from Russian agents during the 2016 U.S. presidential campaign to Facebook and Twitter are an example of what type of effort?,, A. Impersonation, B. A social media influence campaign, C. Asymmetric warfare, D. A watering hole attack,C,"Using default settings is a form of weak configuration. Many vulnerability scanners and attack tools have default settings built-in to test with, and default settings are easily obtained for most devices with a quick search of the Internet. Configuring the accounts is not the issue; changing default passwords and settings is. Although training users is important, that’s not the issue in this scenario. Patching systems is important, but that won’t change default settings."
Objective-1,84,CH1_SEIDL,Juan is responsible for incident response at a large financial institution. He discovers that the company Wi-Fi has been breached. The attacker used the same login credentials that ship with the wireless access point (WAP). The attacker was able to use those credentials to access the WAP administrative console and make changes. Which of the following best describes what caused this vulnerability to exist?,, A. Improperly configured accounts, B. Untrained users, C. Using default settings, D. Failure to patch systems,D,"In a DLL injection, the malware attempts to inject code into the process of some library.  This is a rather advanced attack. Option A is incorrect. A logic bomb executes its misdeed when some condition is met. Option B is incorrect. Session hijacking is taking over an authenticated session. Option C is incorrect. Buffer overflows are done by sending more data to a variable than it can hold."
Objective-1,85,CH1_SEIDL,Elizabeth is investigating a network breach at her company. She discovers a program that was able to execute code within the address space of another process by using the target process to load a specific library. What best describes this attack?,, A. Logic bomb, B. Session hijacking, C. Buffer overflow, D. DLL injection,B,"State actors (or nation-state actors) often have greater resources and skills, making them a more significant threat and far more likely to be associated with an advanced persistent threat actor. Script kiddies, hacktivists, and insider threats tend to be less capable and are all far less likely to be associated with an APT."
Objective-1,86,CH1_SEIDL,Which of the following threat actors is most likely to be associated with an advanced persistent threat (APT)?,, A. Hacktivists, B. State actors, C. Script kiddies, D. Insider threats,C,"An intrusive scan attempts to actively exploit vulnerabilities, and thus could possibly cause some disruption of operations. For this reason, it should be conducted outside normal business hours or in a test environment, if it is used at all. A nonintrusive scan attempts to identify vulnerabilities without exploiting them. A penetration test actually attempts to breach the network by exploiting vulnerabilities. An audit is primarily a document check. Both intrusive and nonintrusive vulnerability scans can be effective at finding vulnerabilities."
Objective-1,87,CH1_SEIDL,What is the primary difference between an intrusive and a nonintrusive vulnerability scan?,, A. An intrusive scan is a penetration test., B. A nonintrusive scan is just a document check., C. An intrusive scan could potentially disrupt operations., D. A nonintrusive scan won’t find most vulnerabilities.,C,"A backdoor is a method for bypassing normal security and directly accessing the system. A logic bomb is malware that performs its misdeeds when some condition is met. A Trojan horse wraps a malicious program to a legitimate program. When the user downloads and installs the legitimate program, they get the malware. A rootkit is malware that gets root or administrative privileges."
Objective-1,88,CH1_SEIDL,"Your company outsourced development of an accounting application to a local programming firm. After three months of using the product, one of your administrators discovers that the developers have inserted a way to log in and bypass all security and authentication. What best describes this?",, A. Logic bomb, B. Trojan horse, C. Backdoor, D. Rootkit,D,"The fact that the website is defaced in a manner related to the company’s public indicates that the attackers were most likely engaging in hacktivism to make a political or belief-based point. Scripts, nation-state actors, and organized crime don’t account for the statements adverse to the company’s policies, which is why hacktivism is the real cause."
Objective-1,89,CH1_SEIDL,"Daryl is investigating a recent breach of his companyâ€™s web server. The attacker used sophisticated techniques and then defaced the website, leaving messages that were denouncing the companyâ€™s public policies. He and his team are trying to determine the type of actor who most likely committed the breach. Based on the information provided, who was the most likely threat actor?",, A. A script, B. A nation-state, C. Organized crime, D. Hacktivists,A,Pharming attempts to redirect traffic intended for a legitimate site to another malicious site. Attackers most often do this by changing the local hosts file or by exploiting a trusted DNS server.
Objective-1,90,CH1_SEIDL,What two techniques are most commonly associated with a pharming attack?,, A. Modifying the hosts file on a PC or exploiting a DNS vulnerability on a trusted, DNS server, B. Phishing many users and harvesting email addresses from them, C. Phishing many users and harvesting many passwords from them,B,"Password spraying is a specific type of brute force attack which uses a smaller list of common passwords for many accounts to attempt to log in. Although brute forcing is technically correct, the best match here is password spraying. When you encounter questions like this on the test, make sure you provide the most accurate answer, rather than one that fits but may not be the best answer. Limited login attacks is a made-up answer, and spinning an account refers to changing the password for an account, often because of a compromise or to prevent a user from logging back into it while preserving the account."
Objective-1,91,CH1_SEIDL,Angela reviews the authentication logs for her website and sees attempts from many different accounts using the same set of passwords. What is this attack technique called?,, A. Brute forcing, B. Password spraying, C. Limited login attacks, D. Account spinning,C,"Although you might suppose that a nation-state attacker (the usual attacker behind an advanced persistent threat) would attack from a foreign IP address, they often use a compromised address in the target country as a base for attacks. Options A, B, and D are all incorrect.  These are actually signs of an advanced persistent threat."
Objective-1,92,CH1_SEIDL,"When investigating breaches and attempting to attribute them to specific threat actors, which of the following is not one of the indicators of an APT?",, A. Long-term access to the target, B. Sophisticated attacks, C. The attack comes from a foreign IP address., D. The attack is sustained over time.,B,"A privilege escalation attack can occur horizontally, where attackers obtain similar levels of privilege but for other users, or vertically where they obtain more advanced rights. In this case, Charles has discovered a vertical privilege escalation attack that has allowed the attacker to obtain administrative rights. Cross-site scripting and SQL injection are both common types of web application attacks, and a race condition occurs when data can be changed between when it is checked and when it is used."
Objective-1,93,CH1_SEIDL,Charles discovers that an attacker has used a vulnerability in a web application that his company runs and has then used that exploit to obtain root privileges on the web server.  What type of attack has he discovered?,, A. Cross-site scripting, B. Privilege escalation, C. A SQL injection, D. A race condition,A,"Evil twin attacks use a malicious access point configured to appear to be identical to a legitimate AP. Attackers wait for their targets to connect via the evil twin, and can then capture or modify traffic however they wish. IP spoofing uses the IP address of a system already on the network, Trojan horses are malware that appear to be legitimate software or files, and privilege escalation is the process of using exploits to gain higher privileges."
Objective-1,94,CH1_SEIDL,"What type of attack uses a second wireless access point (WAP) that broadcasts the same SSID as a legitimate access point, in an attempt to get users to connect to the attackerâ€™s WAP?",, A. Evil twin, B. IP spoofing, C. Trojan horse, D. Privilege escalation,A,"A zero-day exploit or attack occurs before the vendor has knowledge of it. The remainder of the answers don’t accurately describe a zero-day attack—just because it has not yet been breached does not make it a zero-day, nor is a zero-day necessarily quickly exploitable.  Finally, a zero-day attack does not specify how long the attacker may have access."
Objective-1,95,CH1_SEIDL,Which of the following best describes a zero-day vulnerability?,, A. A vulnerability that the vendor is not yet aware of, B. A vulnerability that has not yet been breached," C. A vulnerability that can be quickly exploited (i.e., in zero days)"," D. A vulnerability that will give the attacker brief access (i.e., zero days)",D,"Prepending is one of the stranger terms that appear on the CompTIA Security+ exam and is not a commonly used phrase in the industry. Thus, you need to know that when it is used for this exam it can mean one of three things: adding an expression or phrase to an email, subject line, or headers to either protect or fool users. They also note that it can be used when adding data as part of an attack, and that social engineers may “prepend” information by inserting it into conversation to get targets to think about things the attacker wants them to.  Pretexing is a social engineering technique where attackers use a reason that is intended to be believable to the target for what they are doing. SQL injection is attempts to add SQL code to a web query to gain additional access or data. Prepending is used to cover a wide variety of techniques in the Security+ exam outline that focus on adding information or data to existing content."
Objective-1,96,CH1_SEIDL,What type of attack involves adding an expression or phrase such as adding â€œSAFEâ€ to mail headers?,, A. Pretexting, B. Phishing, C. SQL injection, D. Prepending,D,"Although auditing some libraries or libraries that are custom-developed for the code is common, auditing all libraries used in the code is unlikely except in exceptional situations.  The remainder of these practices are all commonly used when working with outsourced code development teams."
Objective-1,97,CH1_SEIDL,Charles wants to ensure that his outsourced code development efforts are as secure as possible. Which of the following is not a common practice to ensure secure remote code development?,, A. Ensure developers are trained on secure coding techniques., B. Set defined acceptance criteria for code security., C. Test code using automated and manual security testing systems., D. Audit all underlying libraries used in the code.,C,"DNS poisoning occurs when false DNS information is inserted into legitimate DNS servers, resulting in traffic being redirected to unwanted or malicious sites. A backdoor provides access to the system by circumventing normal authentication. An APT is an advanced persistent threat. A Trojan horse ties a malicious program to a legitimate program."
Objective-1,98,CH1_SEIDL,You have discovered that there are entries in your networkâ€™s domain name server that point legitimate domains to unknown and potentially harmful IP addresses. What best describes this type of attack?,, A. A backdoor, B. An APT, C. DNS poisoning, D. A Trojan horse,C,"Spyware and adware are both common examples of a PUP, or potentially unwanted program. A CAT was made up for this question and is not a common categorization for malware, whereas worms are self-spreading malware that often exploit vulnerabilities to spread via a network. Trojans pretend to be legitimate software or paired with legitimate software to gain entry to a system or device."
Objective-1,99,CH1_SEIDL,Spyware is an example of what type of malicious software?,, A. A CAT, B. A worm, C. A PUP, D. A Trojan,B,"A Trojan horse pretends to be legitimate software, and may even include it, but also includes malicious software as well. Backdoors, RATs, and polymorphic viruses are all attacks, but they do not match what is described in the question scenario."
Objective-1,100,CH1_SEIDL,"What best describes an attack that attaches some malware to a legitimate program so that when the user installs the legitimate program, they inadvertently install the malware?",, A. Backdoor, B. Trojan horse, C. RAT, D. Polymorphic virus,A,"A remote access Trojan (RAT) is malware that gives the attacker remote access to the victim machine. Macro viruses operate inside of Microsoft Office files. Although a backdoor will give access, it is usually something in the system put there by programmers, not introduced by malware. A RAT is a type of Trojan horse, but a Trojan horse is more general than what is described in the scenario. When you encounter questions like this on the exam, you will need to select the best answer, not just one that may answer the question!"
Objective-1,101,CH1_SEIDL,Which of the following best describes software that will provide the attacker with remote access to the victimâ€™s machine but that is wrapped with a legitimate program in an attempt to trick the victim into installing it?,, A. RAT, B. Backdoor, C. Trojan horse, D. Macro virus,B,"Card cloning often occurs after a skimming attack is used to capture card data, whether from credit cards or entry access cards. Brute-force and rainbow table-based attacks are both used against passwords, whereas a birthday attack is a cryptographic attack often aimed at finding two messages that hash to the same value."
Objective-1,102,CH1_SEIDL,What process typically occurs before card cloning attacks occur?,, A. A brute-force attack, B. A skimming attack, C. A rainbow table attack, D. A birthday attack,B,"Cross-site request forgery (XSRF or CSRF) sends forged requests to a website, supposedly from a trusted user. Cross-site scripting (XSS) is the injection of scripts into a website to exploit the users. A buffer overflow tries to put more data in a variable than the variable can hold. A remote-access Trojan (RAT) is malware that gives the attacker access to the system."
Objective-1,103,CH1_SEIDL,"Which of the following is an attack that seeks to attack a website, based on the websiteâ€™s trust of an authenticated user?",, A. XSS, B. XSRF, C. Buffer overflow, D. RAT,A,"A denial-of-service (DoS) attack may target a memory leak. If an attacker can induce the web application to generate the memory leak, then eventually the web application will consume all memory on the web server and the web server will crash. Backdoors are not caused by memory leaks. SQL injection places malformed SQL into text boxes. A buffer overflow attempts to put more data in a variable than it can hold."
Objective-1,104,CH1_SEIDL,"Valerie is responsible for security testing applications in her company. She has discovered that a web application, under certain conditions, can generate a memory leak. What type of attack would this leave the application vulnerable to?",, A. DoS, B. Backdoor, C. SQL injection, D. Buffer overflow,D,"This is an example of an application distributed denial-of-service (DDoS) attack, aimed at a gaming application. A network DDoS would be aimed at network technology, either the devices or protocols that underly networks. An operational technology (OT) DDoS targets SCADA, ICS, utility or similar operational systems. A GDoS was made up for this question."
Objective-1,105,CH1_SEIDL,"The mobile game that Jack has spent the last year developing has been released, and malicious actors are sending traffic to the server that runs it to prevent it from competing with other games in the App Store. What type of denial-of-service attack is this?",, A. A network DDoS, B. An operational technology DDoS, C. A GDoS, D. An application DDoS,D,Purple teams are a combination of red and blue teams intended to leverage the techniques and tools from both sides to improve organizational security. A red team is a team that tests security by using tools and techniques like an actual attacker. A blue team is a defender team that protects against attackers (and testers like red teams!). White teams oversee cybersecurity contests and judge events between red teams and blue teams.
Objective-1,106,CH1_SEIDL,Charles has been tasked with building a team that combines techniques from attackers and defenders to help protect his organization. What type of team is he building?,, A. A red team, B. A blue team, C. A white team, D. A purple team,B,"This is an example of ransomware, which demands payment to return your data. A rootkit provides access to administrator/root privileges. A logic bomb executes its malicious activity when some condition is met. This scenario does not describe whaling."
Objective-1,107,CH1_SEIDL,"Mike is a network administrator with a small financial services company. He has received a pop-up window that states his files are now encrypted and he must pay .5 bitcoins to get them decrypted. He tries to check the files in question, but their extensions have changed, and he cannot open them. What best describes this situation?",, A. Mike’s machine has a rootkit., B. Mike’s machine has ransomware., C. Mike’s machine has a logic bomb., D. Mike’s machine has been the target of whaling.,D,"If access is not handled properly, a time of check/time of use condition can exist where the memory is checked, changed, then used. Memory leaks occur when memory is allocated but not deallocated. A buffer overflow is when more data is put into a variable than it can hold. An integer overflow occurs when an attempt is made to put an integer that is too large into a variable, such as trying to put a 64-bit integer into a 32-bit variable."
Objective-1,108,CH1_SEIDL,"When a multithreaded application does not properly handle various threads accessing a common value, and one thread can change the data while another thread is relying on it, what flaw is this?",, A. Memory leak, B. Buffer overflow, C. Integer overflow, D. Time of check/time of use,B,Near-field communication (NFC) is susceptible to an attacker eavesdropping on the signal. Tailgating is a physical attack and not affected by NFC technology. Both IP spoofing and race conditions are unrelated to NFC technology.
Objective-1,109,CH1_SEIDL,Acme Company is using smartcards that use near-field communication (NFC) rather than needing to be swiped. This is meant to make physical access to secure areas more secure.  What vulnerability might this also create?,, A. Tailgating, B. Eavesdropping, C. IP spoofing, D. Race conditions,B,"Fileless viruses often take advantage of PowerShell to perform actions once they have used a vulnerability in a browser or browser plug-in to inject themselves into system memory. Rick’s best option from the list provided is to enable PowerShell logging and then to review the logs on systems he believes are infected. Since fileless viruses don’t use files, an image of the disk is unlikely to provide much useful data. Disabling the administrative user won’t have an impact, since the compromise will happen inside the account of whichever user is logged in and impacted by the malware. Crash dump files could have artifacts of the fileless virus if the machine crashed while it was active, but unless that occurs they will not have that information."
Objective-1,110,CH1_SEIDL,"Rick believes that Windows systems in his organization are being targeted by fileless viruses.  If he wants to capture artifacts of their infection process, which of the following options is most likely to provide him with a view into what they are doing?",, A. Reviewing full-disk images of infected machines, B. Turning on PowerShell logging, C. Disabling the administrative user account, D. Analyzing Windows crash dump files,B,"Tailgating involves simply following a legitimate user through the door once they have opened it, and it is a common means of exploiting a smartcard-based entry access system. It is simpler and usually easier than attempting to capture and clone a card. Phishing is unrelated to physical security. Although it is possible to generate a fake smartcard, it is a very uncommon attack. RFID spoofing can be accomplished but requires access to a valid RFID card and is relatively uncommon as well."
Objective-1,111,CH1_SEIDL,John is responsible for physical security at a large manufacturing plant. Employees all use a smartcard in order to open the front door and enter the facility. Which of the following is a common way attackers would circumvent this system?,, A. Phishing, B. Tailgating, C. Spoofing the smartcard, D. RFID spoofing,B,Adam should look for one or more threat feeds that match the type of information he is looking for. Open threat feeds exist that typically use STIX and TAXII to encode and transfer feed data to multiple tools in an open format. None of the other feed types here would meet Adam’s needs.
